Timestamp,Price,Volume,DataType,Correction,MarketState
20260615 12:00:00.012,30567.00,2,A,R,N
20260615 12:00:00.012,30566.25,1,B,R,N
20260615 12:00:00.012,30566.25,2,B,R,N
20260615 12:00:00.012,30567.00,1,A,R,N
20260615 12:00:00.012,30566.25,1,B,R,N
20260615 12:00:00.016,30567.00,2,A,R,N
20260615 12:00:00.016,30566.00,2,B,R,N
20260615 12:00:00.028,30566.75,1,A,R,N
20260615 12:00:00.028,30566.00,1,B,R,N
20260615 12:00:00.028,30566.75,2,A,R,N
20260615 12:00:00.028,30566.75,3,A,R,N
20260615 12:00:00.028,30566.75,4,A,R,N
20260615 12:00:00.028,30566.75,3,A,R,N
20260615 12:00:00.028,30566.75,2,A,R,N
20260615 12:00:00.028,30566.00,2,B,R,N
20260615 12:00:00.028,30566.75,1,A,R,N
20260615 12:00:00.028,30567.00,1,A,R,N
20260615 12:00:00.032,30567.00,2,A,R,N
20260615 12:00:00.032,30566.25,1,B,R,N
20260615 12:00:00.032,30566.25,2,B,R,N
20260615 12:00:00.036,30567.00,3,A,R,N
20260615 12:00:00.036,30566.25,1,B,R,N
20260615 12:00:00.036,30566.00,1,B,R,N
20260615 12:00:00.036,30566.75,1,A,R,N
20260615 12:00:00.044,30566.75,2,A,R,N
20260615 12:00:00.048,30566.75,3,A,R,N
20260615 12:00:00.048,30565.75,2,B,R,N
20260615 12:00:00.048,30566.50,1,A,R,N
20260615 12:00:00.048,30566.50,2,A,R,N
20260615 12:00:00.048,30565.75,1,B,R,N
20260615 12:00:00.048,30565.75,2,B,R,N
20260615 12:00:00.048,30566.50,1,A,R,N
20260615 12:00:00.048,30565.75,3,B,R,N
20260615 12:00:00.048,30566.75,2,A,R,N
20260615 12:00:00.052,30566.75,1,A,R,N
20260615 12:00:00.052,30566.75,2,A,R,N
20260615 12:00:00.052,30566.75,3,A,R,N
20260615 12:00:00.056,30566.50,1,A,R,N
20260615 12:00:00.056,30566.50,2,A,R,N
20260615 12:00:00.056,30565.75,2,B,R,N
20260615 12:00:00.056,30566.50,3,A,R,N
20260615 12:00:00.056,30565.75,1,B,R,N
20260615 12:00:00.056,30566.50,2,A,R,N
20260615 12:00:00.056,30565.75,2,B,R,N
20260615 12:00:00.064,30565.75,3,B,R,N
20260615 12:00:00.064,30566.50,1,A,R,N
20260615 12:00:00.064,30566.00,1,B,R,N
20260615 12:00:00.064,30566.00,2,B,R,N
20260615 12:00:00.068,30566.25,1,B,R,N
20260615 12:00:00.068,30566.50,1,T,R,N
20260615 12:00:00.068,30566.75,2,A,R,N
20260615 12:00:00.068,30566.75,1,A,R,N
20260615 12:00:00.068,30567.00,1,A,R,N
20260615 12:00:00.068,30567.25,2,A,R,N
20260615 12:00:00.068,30566.25,2,B,R,N
20260615 12:00:00.084,30566.25,3,B,R,N
20260615 12:00:00.088,30566.25,2,B,R,N
20260615 12:00:00.088,30566.50,1,B,R,N
20260615 12:00:00.088,30567.25,1,A,R,N
20260615 12:00:00.088,30566.50,2,B,R,N
20260615 12:00:00.088,30566.50,3,B,R,N
20260615 12:00:00.088,30567.25,2,A,R,N
20260615 12:00:00.088,30566.50,2,B,R,N
20260615 12:00:00.088,30566.50,1,B,R,N
20260615 12:00:00.088,30567.25,1,A,R,N
20260615 12:00:00.092,30567.25,2,A,R,N
20260615 12:00:00.096,30566.50,2,B,R,N
20260615 12:00:00.100,30566.75,1,B,R,N
20260615 12:00:00.100,30567.25,1,A,R,N
20260615 12:00:00.104,30567.50,3,A,R,N
20260615 12:00:00.104,30566.50,3,B,R,N
20260615 12:00:00.104,30567.50,2,A,R,N
20260615 12:00:00.104,30566.75,1,B,R,N
20260615 12:00:00.104,30567.50,1,A,R,N
20260615 12:00:00.104,30567.75,3,A,R,N
20260615 12:00:00.104,30566.75,2,B,R,N
20260615 12:00:00.104,30567.00,1,B,R,N
20260615 12:00:00.140,30567.00,1,T,R,N
20260615 12:00:00.140,30566.75,2,B,R,N
20260615 12:00:00.140,30567.50,1,A,R,N
20260615 12:00:00.140,30566.75,3,B,R,N
20260615 12:00:00.140,30566.75,2,B,R,N
20260615 12:00:00.140,30567.75,3,A,R,N
20260615 12:00:00.140,30567.00,1,B,R,N
20260615 12:00:00.140,30566.75,1,B,R,N
20260615 12:00:00.140,30567.50,1,A,R,N
20260615 12:00:00.140,30567.50,2,A,R,N
20260615 12:00:00.140,30567.50,3,A,R,N
20260615 12:00:00.144,30567.50,2,A,R,N
20260615 12:00:00.184,30567.50,1,A,R,N
20260615 12:00:00.184,30566.75,2,B,R,N
20260615 12:00:00.184,30567.75,3,A,R,N
20260615 12:00:00.184,30566.75,1,B,R,N
20260615 12:00:00.184,30566.75,2,B,R,N
20260615 12:00:00.184,30567.00,1,B,R,N
20260615 12:00:00.208,30567.75,1,T,R,N
20260615 12:00:00.208,30567.75,2,A,R,N
20260615 12:00:00.208,30567.00,2,B,R,N
20260615 12:00:00.220,30567.75,3,A,R,N
20260615 12:00:00.224,30567.00,1,B,R,N
20260615 12:00:00.228,30566.75,2,B,R,N
20260615 12:00:00.228,30567.50,1,A,R,N
20260615 12:00:00.228,30566.75,1,B,R,N
20260615 12:00:00.236,30566.75,2,B,R,N
20260615 12:00:00.236,30566.75,3,B,R,N
20260615 12:00:00.236,30567.75,3,A,R,N
20260615 12:00:00.236,30566.75,4,B,R,N
20260615 12:00:00.236,30566.75,3,B,R,N
20260615 12:00:00.236,30567.00,1,B,R,N
20260615 12:00:00.244,30566.75,3,B,R,N
20260615 12:00:00.244,30566.75,2,B,R,N
20260615 12:00:00.244,30567.50,1,A,R,N
20260615 12:00:00.244,30566.75,1,B,R,N
20260615 12:00:00.248,30567.50,2,A,R,N
20260615 12:00:00.252,30567.50,1,A,R,N
20260615 12:00:00.252,30566.75,2,B,R,N
20260615 12:00:00.256,30567.75,3,A,R,N
20260615 12:00:00.256,30567.00,1,B,R,N
20260615 12:00:00.260,30566.75,2,B,R,N
20260615 12:00:00.260,30566.75,1,B,R,N
20260615 12:00:00.260,30567.50,1,A,R,N
20260615 12:00:00.276,30567.50,1,T,R,N
20260615 12:00:00.276,30567.75,3,A,R,N
20260615 12:00:00.300,30567.50,1,A,R,N
20260615 12:00:00.348,30567.75,3,A,R,N
20260615 12:00:00.348,30567.00,1,B,R,N
20260615 12:00:00.356,30567.75,2,A,R,N
20260615 12:00:00.356,30567.00,2,B,R,N
20260615 12:00:00.356,30567.75,1,A,R,N
20260615 12:00:00.356,30567.00,3,B,R,N
20260615 12:00:00.356,30567.00,2,B,R,N
20260615 12:00:00.360,30567.75,2,A,R,N
20260615 12:00:00.360,30567.75,3,A,R,N
20260615 12:00:00.364,30567.25,1,B,R,N
20260615 12:00:00.364,30567.75,2,A,R,N
20260615 12:00:00.364,30567.75,1,A,R,N
20260615 12:00:00.376,30567.00,4,B,R,N
20260615 12:00:00.376,30567.00,3,B,R,N
20260615 12:00:00.376,30567.00,2,B,R,N
20260615 12:00:00.376,30567.75,2,A,R,N
20260615 12:00:00.376,30567.00,1,B,R,N
20260615 12:00:00.380,30567.75,1,A,R,N
20260615 12:00:00.380,30567.00,2,B,R,N
20260615 12:00:00.380,30567.25,1,B,R,N
20260615 12:00:00.416,30567.25,2,B,R,N
20260615 12:00:00.416,30567.75,1,T,R,N
20260615 12:00:00.416,30568.25,1,A,R,N
20260615 12:00:00.416,30567.50,1,B,R,N
20260615 12:00:00.416,30568.50,1,A,R,N
20260615 12:00:00.416,30567.50,2,B,R,N
20260615 12:00:00.420,30568.50,2,A,R,N
20260615 12:00:00.420,30567.50,3,B,R,N
20260615 12:00:00.420,30567.50,2,B,R,N
20260615 12:00:00.420,30568.25,1,A,R,N
20260615 12:00:00.420,30567.50,1,B,R,N
20260615 12:00:00.428,30567.50,2,B,R,N
20260615 12:00:00.432,30568.25,2,A,R,N
20260615 12:00:00.440,30567.50,1,B,R,N
20260615 12:00:00.440,30568.25,1,A,R,N
20260615 12:00:00.444,30567.50,2,B,R,N
20260615 12:00:00.444,30568.25,2,A,R,N
20260615 12:00:00.468,30568.25,1,T,R,N
20260615 12:00:00.468,30568.25,1,T,R,N
20260615 12:00:00.468,30568.50,1,T,R,N
20260615 12:00:00.468,30568.50,1,T,R,N
20260615 12:00:00.468,30568.75,1,T,R,N
20260615 12:00:00.468,30568.75,1,T,R,N
20260615 12:00:00.468,30568.75,1,T,R,N
20260615 12:00:00.468,30569.00,1,T,R,N
20260615 12:00:00.468,30569.00,1,T,R,N
20260615 12:00:00.468,30569.00,1,T,R,N
20260615 12:00:00.468,30569.00,1,A,R,N
20260615 12:00:00.468,30569.25,2,A,R,N
20260615 12:00:00.468,30569.25,3,A,R,N
20260615 12:00:00.468,30569.00,1,A,R,N
20260615 12:00:00.468,30568.75,1,A,R,N
20260615 12:00:00.468,30567.50,3,B,R,N
20260615 12:00:00.468,30567.50,2,B,R,N
20260615 12:00:00.468,30568.75,2,A,R,N
20260615 12:00:00.468,30568.50,1,A,R,N
20260615 12:00:00.468,30568.50,2,A,R,N
20260615 12:00:00.468,30567.50,1,B,R,N
20260615 12:00:00.468,30568.50,3,A,R,N
20260615 12:00:00.468,30568.25,1,A,R,N
20260615 12:00:00.468,30567.50,2,B,R,N
20260615 12:00:00.480,30568.25,2,A,R,N
20260615 12:00:00.504,30567.50,1,B,R,N
20260615 12:00:00.504,30567.25,3,B,R,N
20260615 12:00:00.504,30568.25,3,A,R,N
20260615 12:00:00.508,30568.00,1,A,R,N
20260615 12:00:00.508,30567.25,2,B,R,N
20260615 12:00:00.508,30567.25,1,B,R,N
20260615 12:00:00.508,30568.00,2,A,R,N
20260615 12:00:00.508,30567.75,1,A,R,N
20260615 12:00:00.508,30567.00,2,B,R,N
20260615 12:00:00.508,30567.00,1,B,R,N
20260615 12:00:00.516,30567.00,2,B,R,N
20260615 12:00:00.516,30568.00,1,A,R,N
20260615 12:00:00.516,30567.25,1,B,R,N
20260615 12:00:00.516,30568.25,3,A,R,N
20260615 12:00:00.516,30568.00,1,A,R,N
20260615 12:00:00.516,30568.00,2,A,R,N
20260615 12:00:00.516,30568.00,1,A,R,N
20260615 12:00:00.516,30567.25,2,B,R,N
20260615 12:00:00.520,30568.25,3,A,R,N
20260615 12:00:00.520,30567.25,1,B,R,N
20260615 12:00:00.520,30567.25,2,B,R,N
20260615 12:00:00.520,30568.00,1,A,R,N
20260615 12:00:00.520,30567.25,1,B,R,N
20260615 12:00:00.532,30567.75,1,A,R,N
20260615 12:00:00.532,30567.00,1,B,R,N
20260615 12:00:00.532,30567.75,2,A,R,N
20260615 12:00:00.532,30566.50,4,B,R,N
20260615 12:00:00.532,30567.50,1,A,R,N
20260615 12:00:00.536,30566.75,1,B,R,N
20260615 12:00:00.540,30566.75,2,B,R,N
20260615 12:00:00.540,30567.75,2,A,R,N
20260615 12:00:00.552,30567.00,1,B,R,N
20260615 12:00:00.552,30567.00,2,B,R,N
20260615 12:00:00.552,30567.75,1,A,R,N
20260615 12:00:00.568,30568.00,1,A,R,N
20260615 12:00:00.568,30567.25,1,B,R,N
20260615 12:00:00.568,30568.00,2,A,R,N
20260615 12:00:00.572,30567.25,2,B,R,N
20260615 12:00:00.576,30567.75,1,A,R,N
20260615 12:00:00.576,30567.75,2,A,R,N
20260615 12:00:00.576,30567.25,1,B,R,N
20260615 12:00:00.576,30567.75,3,A,R,N
20260615 12:00:00.576,30567.75,4,A,R,N
20260615 12:00:00.576,30567.75,3,A,R,N
20260615 12:00:00.576,30567.25,1,T,R,N
20260615 12:00:00.576,30567.00,1,B,R,N
20260615 12:00:00.576,30567.50,1,A,R,N
20260615 12:00:00.576,30566.75,1,B,R,N
20260615 12:00:00.576,30567.50,2,A,R,N
20260615 12:00:00.580,30567.50,1,A,R,N
20260615 12:00:00.580,30566.50,4,B,R,N
20260615 12:00:00.580,30566.75,1,B,R,N
20260615 12:00:00.580,30566.50,4,B,R,N
20260615 12:00:00.580,30566.75,1,B,R,N
20260615 12:00:00.584,30566.75,2,B,R,N
20260615 12:00:00.588,30566.75,1,B,R,N
20260615 12:00:00.588,30566.50,4,B,R,N
20260615 12:00:00.588,30567.50,2,A,R,N
20260615 12:00:00.588,30566.75,1,B,R,N
20260615 12:00:00.592,30566.50,4,B,R,N
20260615 12:00:00.592,30566.75,1,B,R,N
20260615 12:00:00.608,30567.50,3,A,R,N
20260615 12:00:00.608,30567.25,1,A,R,N
20260615 12:00:00.608,30566.50,3,B,R,N
20260615 12:00:00.616,30566.50,2,B,R,N
20260615 12:00:00.616,30566.50,1,B,R,N
20260615 12:00:00.616,30567.00,1,A,R,N
20260615 12:00:00.616,30566.25,2,B,R,N
20260615 12:00:00.616,30567.25,1,A,R,N
20260615 12:00:00.620,30566.50,1,B,R,N
20260615 12:00:00.620,30566.50,2,B,R,N
20260615 12:00:00.624,30567.25,1,T,R,N
20260615 12:00:00.624,30567.50,1,T,R,N
20260615 12:00:00.624,30567.50,2,A,R,N
20260615 12:00:00.624,30567.50,3,A,R,N
20260615 12:00:00.624,30567.25,1,A,R,N
20260615 12:00:00.632,30567.25,2,A,R,N
20260615 12:00:00.640,30567.00,1,A,R,N
20260615 12:00:00.644,30566.50,1,B,R,N
20260615 12:00:00.644,30566.25,2,B,R,N
20260615 12:00:00.644,30567.00,2,A,R,N
20260615 12:00:00.644,30567.00,1,A,R,N
20260615 12:00:00.648,30566.25,1,T,R,N
20260615 12:00:00.648,30566.25,1,B,R,N
20260615 12:00:00.648,30567.00,2,A,R,N
20260615 12:00:00.648,30566.25,2,B,R,N
20260615 12:00:00.652,30567.00,3,A,R,N
20260615 12:00:00.760,30567.00,4,A,R,N
20260615 12:00:00.760,30567.00,5,A,R,N
20260615 12:00:00.760,30566.25,1,B,R,N
20260615 12:00:00.764,30567.00,4,A,R,N
20260615 12:00:00.764,30566.25,2,B,R,N
20260615 12:00:00.776,30567.00,5,A,R,N
20260615 12:00:00.776,30567.00,4,A,R,N
20260615 12:00:00.780,30566.25,1,B,R,N
20260615 12:00:00.780,30566.75,1,A,R,N
20260615 12:00:00.780,30566.25,1,T,R,N
20260615 12:00:00.780,30566.00,1,B,R,N
20260615 12:00:00.780,30566.75,2,A,R,N
20260615 12:00:00.780,30566.75,3,A,R,N
20260615 12:00:00.780,30565.75,3,B,R,N
20260615 12:00:00.784,30566.00,1,B,R,N
20260615 12:00:00.784,30566.00,2,B,R,N
20260615 12:00:00.784,30566.75,2,A,R,N
20260615 12:00:00.784,30566.75,1,A,R,N
20260615 12:00:00.828,30566.00,1,B,R,N
20260615 12:00:00.828,30566.75,2,A,R,N
20260615 12:00:00.856,30566.50,1,A,R,N
20260615 12:00:00.856,30565.75,3,B,R,N
20260615 12:00:00.856,30566.50,2,A,R,N
20260615 12:00:00.856,30565.75,2,B,R,N
20260615 12:00:00.856,30566.50,3,A,R,N
20260615 12:00:00.856,30566.00,1,A,R,N
20260615 12:00:00.856,30565.75,1,B,R,N
20260615 12:00:00.856,30566.00,1,T,R,N
20260615 12:00:00.856,30566.50,3,A,R,N
20260615 12:00:00.856,30566.50,2,A,R,N
20260615 12:00:00.856,30565.50,3,B,R,N
20260615 12:00:00.856,30565.75,1,B,R,N
20260615 12:00:00.856,30566.50,1,A,R,N
20260615 12:00:00.856,30565.75,2,B,R,N
20260615 12:00:00.888,30565.75,1,B,R,N
20260615 12:00:00.888,30565.75,2,B,R,N
20260615 12:00:00.888,30565.75,1,B,R,N
20260615 12:00:00.888,30566.50,2,A,R,N
20260615 12:00:00.888,30566.50,3,A,R,N
20260615 12:00:00.896,30566.00,1,B,R,N
20260615 12:00:00.896,30566.50,2,A,R,N
20260615 12:00:00.896,30566.50,1,A,R,N
20260615 12:00:00.896,30566.75,1,A,R,N
20260615 12:00:00.900,30565.75,3,B,R,N
20260615 12:00:01.000,30566.75,2,A,R,N
20260615 12:00:01.004,30566.75,1,T,R,N
20260615 12:00:01.004,30566.75,1,T,R,N
20260615 12:00:01.004,30567.00,4,A,R,N
20260615 12:00:01.004,30566.00,1,B,R,N
20260615 12:00:01.004,30566.00,2,B,R,N
20260615 12:00:01.108,30566.75,1,A,R,N
20260615 12:00:01.108,30566.00,1,B,R,N
20260615 12:00:01.108,30565.75,3,B,R,N
20260615 12:00:01.120,30565.75,2,B,R,N
20260615 12:00:01.120,30565.75,3,B,R,N
20260615 12:00:01.120,30566.50,1,A,R,N
20260615 12:00:01.120,30565.75,2,B,R,N
20260615 12:00:01.120,30565.75,1,B,R,N
20260615 12:00:01.120,30565.50,3,B,R,N
20260615 12:00:01.120,30566.50,2,A,R,N
20260615 12:00:01.120,30565.75,1,B,R,N
20260615 12:00:01.120,30565.75,2,B,R,N
20260615 12:00:01.120,30565.75,3,B,R,N
20260615 12:00:01.120,30566.50,1,A,R,N
20260615 12:00:01.120,30565.75,4,B,R,N
20260615 12:00:01.120,30565.75,3,B,R,N
20260615 12:00:01.120,30566.75,1,A,R,N
20260615 12:00:01.120,30566.75,2,A,R,N
20260615 12:00:01.120,30565.75,4,B,R,N
20260615 12:00:01.120,30565.75,3,B,R,N
20260615 12:00:01.132,30565.75,2,B,R,N
20260615 12:00:01.136,30565.75,1,T,R,N
20260615 12:00:01.136,30565.75,1,T,R,N
20260615 12:00:01.136,30565.50,1,T,R,N
20260615 12:00:01.136,30565.50,2,B,R,N
20260615 12:00:01.136,30566.50,1,A,R,N
20260615 12:00:01.136,30566.50,2,A,R,N
20260615 12:00:01.136,30566.50,3,A,R,N
20260615 12:00:01.140,30565.75,1,B,R,N
20260615 12:00:01.140,30565.75,2,B,R,N
20260615 12:00:01.172,30565.75,1,B,R,N
20260615 12:00:01.172,30566.50,4,A,R,N
20260615 12:00:01.172,30565.50,2,B,R,N
20260615 12:00:01.172,30565.50,1,B,R,N
20260615 12:00:01.172,30566.25,1,A,R,N
20260615 12:00:01.172,30565.75,1,B,R,N
20260615 12:00:01.172,30566.50,3,A,R,N
20260615 12:00:01.216,30566.25,1,A,R,N
20260615 12:00:01.216,30565.50,2,B,R,N
20260615 12:00:01.216,30565.50,1,B,R,N
20260615 12:00:01.216,30565.25,3,B,R,N
20260615 12:00:01.216,30566.25,2,A,R,N
20260615 12:00:01.216,30566.00,1,A,R,N
20260615 12:00:01.216,30565.25,2,B,R,N
20260615 12:00:01.216,30565.25,1,B,R,N
20260615 12:00:01.216,30565.75,1,A,R,N
20260615 12:00:01.216,30565.00,1,B,R,N
20260615 12:00:01.216,30565.75,2,A,R,N
20260615 12:00:01.220,30565.75,1,A,R,N
20260615 12:00:01.220,30565.75,1,T,R,N
20260615 12:00:01.220,30566.00,1,A,R,N
20260615 12:00:01.220,30565.00,2,B,R,N
20260615 12:00:01.220,30565.25,1,B,R,N
20260615 12:00:01.220,30565.25,2,B,R,N
20260615 12:00:01.220,30566.25,3,A,R,N
20260615 12:00:01.220,30565.25,1,B,R,N
20260615 12:00:01.220,30566.25,2,A,R,N
20260615 12:00:01.220,30566.25,3,A,R,N
20260615 12:00:01.220,30565.25,2,B,R,N
20260615 12:00:01.220,30565.50,1,B,R,N
20260615 12:00:01.220,30566.25,2,A,R,N
20260615 12:00:01.224,30566.25,3,A,R,N
20260615 12:00:01.232,30566.25,2,A,R,N
20260615 12:00:01.232,30566.25,1,T,R,N
20260615 12:00:01.232,30566.25,1,T,R,N
20260615 12:00:01.232,30566.50,3,A,R,N
20260615 12:00:01.232,30565.50,2,B,R,N
20260615 12:00:01.232,30565.50,3,B,R,N
20260615 12:00:01.232,30565.75,1,B,R,N
20260615 12:00:01.232,30566.50,2,A,R,N
20260615 12:00:01.232,30565.75,2,B,R,N
20260615 12:00:01.232,30566.50,1,A,R,N
20260615 12:00:01.232,30566.75,1,A,R,N
20260615 12:00:01.232,30565.75,3,B,R,N
20260615 12:00:01.232,30565.75,2,B,R,N
20260615 12:00:01.232,30565.75,3,B,R,N
20260615 12:00:01.232,30565.75,4,B,R,N
20260615 12:00:01.232,30565.75,5,B,R,N
20260615 12:00:01.236,30566.00,1,B,R,N
20260615 12:00:01.236,30567.00,3,A,R,N
20260615 12:00:01.244,30566.75,1,A,R,N
20260615 12:00:01.248,30566.75,2,A,R,N
20260615 12:00:01.248,30565.75,4,B,R,N
20260615 12:00:01.248,30566.50,1,A,R,N
20260615 12:00:01.248,30565.75,3,B,R,N
20260615 12:00:01.268,30566.50,1,T,R,N
20260615 12:00:01.268,30566.75,2,A,R,N
20260615 12:00:01.272,30566.00,1,B,R,N
20260615 12:00:01.272,30566.00,2,B,R,N
20260615 12:00:01.276,30566.75,3,A,R,N
20260615 12:00:01.276,30566.00,1,B,R,N
20260615 12:00:01.276,30565.75,3,B,R,N
20260615 12:00:01.280,30566.50,1,A,R,N
20260615 12:00:01.280,30565.75,2,B,R,N
20260615 12:00:01.280,30566.50,2,A,R,N
20260615 12:00:01.280,30566.50,3,A,R,N
20260615 12:00:01.336,30565.75,1,B,R,N
20260615 12:00:01.336,30565.50,3,B,R,N
20260615 12:00:01.340,30566.50,2,A,R,N
20260615 12:00:01.340,30566.25,1,A,R,N
20260615 12:00:01.340,30565.50,2,B,R,N
20260615 12:00:01.340,30565.50,1,B,R,N
20260615 12:00:01.340,30566.25,2,A,R,N
20260615 12:00:01.340,30566.25,1,A,R,N
20260615 12:00:01.340,30566.25,2,A,R,N
20260615 12:00:01.340,30566.00,1,A,R,N
20260615 12:00:01.340,30565.25,3,B,R,N
20260615 12:00:01.340,30566.00,2,A,R,N
20260615 12:00:01.340,30565.25,2,B,R,N
20260615 12:00:01.340,30565.25,1,B,R,N
20260615 12:00:01.340,30565.00,1,B,R,N
20260615 12:00:01.340,30566.00,3,A,R,N
20260615 12:00:01.340,30564.75,2,B,R,N
20260615 12:00:01.340,30565.00,1,B,R,N
20260615 12:00:01.340,30565.00,2,B,R,N
20260615 12:00:01.340,30565.25,1,B,R,N
20260615 12:00:01.340,30565.00,2,B,R,N
20260615 12:00:01.356,30565.25,1,B,R,N
20260615 12:00:01.356,30565.25,2,B,R,N
20260615 12:00:01.356,30566.00,2,A,R,N
20260615 12:00:01.356,30565.25,3,B,R,N
20260615 12:00:01.356,30566.00,1,A,R,N
20260615 12:00:01.356,30566.25,2,A,R,N
20260615 12:00:01.368,30566.00,1,A,R,N
20260615 12:00:01.368,30565.25,2,B,R,N
20260615 12:00:01.368,30566.00,2,A,R,N
20260615 12:00:01.372,30565.25,1,B,R,N
20260615 12:00:01.372,30565.25,2,B,R,N
20260615 12:00:01.372,30565.25,1,B,R,N
20260615 12:00:01.380,30566.00,3,A,R,N
20260615 12:00:01.380,30566.00,4,A,R,N
20260615 12:00:01.380,30565.00,1,B,R,N
20260615 12:00:01.380,30565.00,2,B,R,N
20260615 12:00:01.384,30565.25,1,B,R,N
20260615 12:00:01.396,30566.00,1,T,R,N
20260615 12:00:01.396,30566.00,3,A,R,N
20260615 12:00:01.396,30565.25,2,B,R,N
20260615 12:00:01.396,30565.25,1,B,R,N
20260615 12:00:01.412,30565.25,2,B,R,N
20260615 12:00:01.428,30565.25,1,T,R,N
20260615 12:00:01.428,30565.25,1,B,R,N
20260615 12:00:01.436,30566.00,1,T,R,N
20260615 12:00:01.436,30566.00,2,A,R,N
20260615 12:00:01.444,30566.00,1,A,R,N
20260615 12:00:01.444,30565.25,2,B,R,N
20260615 12:00:01.444,30565.25,3,B,R,N
20260615 12:00:01.444,30566.25,2,A,R,N
20260615 12:00:01.444,30565.50,1,B,R,N
20260615 12:00:01.448,30566.00,1,A,R,N
20260615 12:00:01.448,30565.25,3,B,R,N
20260615 12:00:01.448,30565.25,2,B,R,N
20260615 12:00:01.448,30566.00,2,A,R,N
20260615 12:00:01.448,30566.00,3,A,R,N
20260615 12:00:01.448,30566.00,1,T,R,N
20260615 12:00:01.448,30566.00,1,T,R,N
20260615 12:00:01.448,30566.00,1,T,R,N
20260615 12:00:01.448,30566.25,1,T,R,N
20260615 12:00:01.448,30566.25,1,T,R,N
20260615 12:00:01.448,30566.50,4,A,R,N
20260615 12:00:01.452,30566.25,1,A,R,N
20260615 12:00:01.452,30566.25,2,A,R,N
20260615 12:00:01.452,30566.00,1,A,R,N
20260615 12:00:01.452,30566.00,2,A,R,N
20260615 12:00:01.460,30566.00,1,A,R,N
20260615 12:00:01.460,30566.25,2,A,R,N
20260615 12:00:01.460,30565.25,3,B,R,N
20260615 12:00:01.460,30566.25,3,A,R,N
20260615 12:00:01.460,30566.00,1,A,R,N
20260615 12:00:01.468,30566.25,3,A,R,N
20260615 12:00:01.468,30565.50,1,B,R,N
20260615 12:00:01.468,30566.25,2,A,R,N
20260615 12:00:01.468,30566.25,1,A,R,N
20260615 12:00:01.468,30566.25,2,A,R,N
20260615 12:00:01.468,30566.25,3,A,R,N
20260615 12:00:01.480,30566.00,1,A,R,N
20260615 12:00:01.480,30565.25,3,B,R,N
20260615 12:00:01.480,30565.25,2,B,R,N
20260615 12:00:01.524,30565.25,1,T,R,N
20260615 12:00:01.524,30565.25,1,B,R,N
20260615 12:00:01.524,30565.00,1,B,R,N
20260615 12:00:01.524,30565.00,2,B,R,N
20260615 12:00:01.524,30565.00,3,B,R,N
20260615 12:00:01.524,30565.25,1,B,R,N
20260615 12:00:01.524,30565.25,2,B,R,N
20260615 12:00:01.524,30565.25,3,B,R,N
20260615 12:00:01.524,30565.25,4,B,R,N
20260615 12:00:01.524,30565.25,3,B,R,N
20260615 12:00:01.524,30566.00,2,A,R,N
20260615 12:00:01.524,30565.25,2,B,R,N
20260615 12:00:01.524,30565.25,1,B,R,N
20260615 12:00:01.524,30565.75,1,A,R,N
20260615 12:00:01.524,30565.75,2,A,R,N
20260615 12:00:01.528,30565.75,1,A,R,N
20260615 12:00:01.528,30565.00,3,B,R,N
20260615 12:00:01.528,30565.00,2,B,R,N
20260615 12:00:01.528,30566.00,2,A,R,N
20260615 12:00:01.528,30565.00,1,B,R,N
20260615 12:00:01.528,30565.00,2,B,R,N
20260615 12:00:01.528,30565.00,3,B,R,N
20260615 12:00:01.532,30565.25,1,B,R,N
20260615 12:00:01.532,30565.25,2,B,R,N
20260615 12:00:01.568,30566.00,1,T,R,N
20260615 12:00:01.568,30566.00,1,A,R,N
20260615 12:00:01.568,30565.75,1,A,R,N
20260615 12:00:01.568,30565.25,1,B,R,N
20260615 12:00:01.568,30565.75,2,A,R,N
20260615 12:00:01.568,30565.00,3,B,R,N
20260615 12:00:01.568,30565.00,2,B,R,N
20260615 12:00:01.568,30565.00,1,B,R,N
20260615 12:00:01.572,30565.50,1,A,R,N
20260615 12:00:01.572,30564.75,2,B,R,N
20260615 12:00:01.572,30564.75,1,B,R,N
20260615 12:00:01.572,30564.50,1,B,R,N
20260615 12:00:01.572,30564.50,2,B,R,N
20260615 12:00:01.572,30564.50,1,B,R,N
20260615 12:00:01.572,30565.50,2,A,R,N
20260615 12:00:01.572,30564.50,2,B,R,N
20260615 12:00:01.580,30564.50,1,B,R,N
20260615 12:00:01.580,30564.25,1,B,R,N
20260615 12:00:01.580,30564.25,2,B,R,N
20260615 12:00:01.580,30564.50,1,B,R,N
20260615 12:00:01.580,30564.50,2,B,R,N
20260615 12:00:01.580,30564.50,3,B,R,N
20260615 12:00:01.580,30565.25,1,A,R,N
20260615 12:00:01.580,30565.50,3,A,R,N
20260615 12:00:01.580,30564.75,1,B,R,N
20260615 12:00:01.580,30565.50,2,A,R,N
20260615 12:00:01.580,30564.75,2,B,R,N
20260615 12:00:01.580,30564.75,1,B,R,N
20260615 12:00:01.580,30565.50,1,A,R,N
20260615 12:00:01.580,30565.75,3,A,R,N
20260615 12:00:01.580,30564.75,2,B,R,N
20260615 12:00:01.584,30565.00,1,B,R,N
20260615 12:00:01.596,30565.75,1,T,R,N
20260615 12:00:01.596,30565.75,2,A,R,N
